indvdID,siteID,taxonID,scientificName,taxonRank,utmZone,nlcdClass,elevation,growthForm,plantStatus,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,canopyPosition
MLBS01706,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,1267.66,single bole tree,Live,12.2,8.5,5.6,5,Mostly shaded
MLBS01769,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,897.62,single bole tree,Live,14.6,14,7.8,6.9,Mostly shaded
MLBS02046,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,1288.96,single bole tree,Live,10.2,7.1,4.4,2.3,Partially shaded
MLBS02205,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,792.64,single bole tree,Live,22.8,18.5,9.2,7.2,Mostly shaded
MLBS01175,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,1167.78,NA,No longer qualifies,14.9,16.7,NA,NA,NA
MLBS01175,MLBS,AMLA,Amelanchier laevis Wiegand,species,17N,deciduousForest,1167.78,single bole tree,Live,14.9,16.7,NA,NA,NA
MLBS01495,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1179.33,single bole tree,Live,10.7,10,7.1,6.1,Partially shaded
MLBS01493,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1179.33,single bole tree,Live,38.9,16,11.1,7.6,Full sun
MLBS01538,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1179.85,single bole tree,Live,16,14.8,9.6,9.1,Mostly shaded
MLBS01640,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1310.19,single bole tree,Live,17.4,8.8,9.1,6.9,Mostly shaded
MLBS02112,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1319.11,single bole tree,Standing dead,10.6,6.1,1.4,0.9,Mostly shaded
MLBS02108,MLBS,BETUL,Betula sp.,genus,17N,deciduousForest,1319.11,single bole tree,Live,21.2,9.5,6.9,5.7,Partially shaded
MLBS01557,MLBS,CAGL8,Carya glabra (Mill.) Sweet,species,17N,deciduousForest,1221.21,multi-bole tree,Live,19.1,20.3,6.5,4.4,Partially shaded
MLBS01765,MLBS,CAGL8,Carya glabra (Mill.) Sweet,species,17N,deciduousForest,897.62,single bole tree,Live,20.3,16.8,5.7,4.7,Mostly shaded
MLBS02348,MLBS,CAGL8,Carya glabra (Mill.) Sweet,species,17N,deciduousForest,784.88,single bole tree,Live,57.1,31,13.9,13.4,Full sun
MLBS01779,MLBS,CATO6,Carya tomentosa (Lam.) Nutt.,species,17N,deciduousForest,943.47,single bole tree,Live,63.2,35.7,17.7,12.5,Partially shaded
MLBS02078,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,multi-bole tree,Live,11.9,7.8,4.3,3.9,Partially shaded
MLBS02087,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,single bole tree,Live,10.1,5.8,2.2,2.1,Partially shaded
MLBS02146,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,single bole tree,Live,10.1,7.4,4.5,3.4,Partially shaded
MLBS02076,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,single bole tree,Live,13.5,7.6,4.1,2.5,Partially shaded
MLBS02077,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,single bole tree,Live,11.4,7.9,1.6,1.5,Partially shaded
MLBS02073A,MLBS,FAGR,Fagus grandifolia Ehrh.,species,17N,deciduousForest,1319.11,multi-bole tree,Live,7.2,6.9,6.6,3.8,Mostly shaded
OSBS01037,OSBS,GOLA,Gordonia lasianthus (L.) Ellis,species,17N,woodyWetlands,27.8,single bole tree,Live,23.5,13.9,NA,NA,NA
MLBS01789,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,54.4,36.3,9.8,7.8,Partially shaded
MLBS01785,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,multi-bole tree,Live,46.2,34.4,11.6,10.8,Partially shaded
MLBS01798,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,66.9,39.3,17.1,14.7,Full sun
MLBS01802,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,26.6,26.6,9.6,7.6,Mostly shaded
MLBS01806,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,multi-bole tree,Live,52.3,38,11.4,8.4,Partially shaded
MLBS01777,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,47.2,38.2,7.3,6.9,Partially shaded
MLBS01781,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,44.7,37.8,9.3,6,Partially shaded
MLBS01805,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,44.5,36.6,7.7,6.1,Partially shaded
MLBS01809,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,55.9,38.6,12.9,8.3,Partially shaded
MLBS01793,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,27.2,31.2,8.9,6.2,Partially shaded
MLBS01808,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,Live,52.1,38.3,10.6,7,Partially shaded
MLBS01776,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,943.47,single bole tree,"Live, disease damaged",32.8,37.3,3.5,2.5,Partially shaded
MLBS02419,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,791.31,single bole tree,Live,46.3,30.7,10.2,5.6,Full sun
MLBS02358,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,784.88,single bole tree,Live,36.2,27.8,6.3,5.8,Full sun
MLBS02367,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,784.88,single bole tree,Live,42.2,28.5,9,7.5,Full sun
MLBS02359,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,784.88,single bole tree,Live,39.5,28.7,7.1,3.8,Full sun
MLBS02405,MLBS,LITU,Liriodendron tulipifera L.,species,17N,deciduousForest,791.31,single bole tree,Live,36.6,28.7,6.4,5.8,Partially shaded
OSBS06152,OSBS,LYLU3,Lyonia lucida (Lam.) K. Koch,species,17N,woodyWetlands,31.45,single shrub,Live,3.9,2.4,2.6,1.2,NA
MLBS00177,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1175.1,single bole tree,Live,28.2,18.2,NA,NA,NA
MLBS00096,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1180.77,multi-bole tree,Live,35.4,19.7,NA,NA,NA
MLBS00144,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1175.1,single bole tree,Live,34.7,18.8,NA,NA,NA
MLBS00186,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1175.1,single bole tree,Standing dead,29,18.6,NA,NA,NA
MLBS00175,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1175.1,single bole tree,Live,19.1,14.5,NA,NA,NA
MLBS00146,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1175.1,single bole tree,Live,19,15.8,NA,NA,NA
MLBS00781,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1172.84,multi-bole tree,Live,56,22.6,NA,NA,NA
MLBS01150,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,1167.78,single bole tree,Live,47.2,24.1,NA,NA,NA
MLBS01757,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,897.62,single bole tree,Live,20.8,15.6,6.9,6.4,Full sun
MLBS01731,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,897.62,single bole tree,Live,16.5,16,8.5,7.4,Mostly shaded
MLBS01778,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,943.47,single bole tree,Live,17,19.2,8.9,7.6,Mostly shaded
MLBS01740,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,897.62,single bole tree,Live,14.4,16.8,6.1,5.5,Mostly shaded
MLBS02167,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,978.65,single bole tree,Live,36.9,22.6,8.9,7.1,Partially shaded
MLBS02346,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,784.88,single bole tree,Live,10.7,12.6,3.7,3.5,Mostly shaded
MLBS02381,MLBS,MAGNO,Magnolia sp.,genus,17N,deciduousForest,791.31,single bole tree,Live,20.5,23.2,3.7,2.9,Mostly shaded
OSBS06162,OSBS,NYBI,Nyssa biflora Walter,species,17N,woodyWetlands,31.45,single bole tree,Live,30.8,19.8,7.3,4.8,Full sun
OSBS06161,OSBS,NYBI,Nyssa biflora Walter,species,17N,woodyWetlands,29.34,single bole tree,Live,54.8,23.2,12.3,8,NA
MLBS00194,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,24.3,16.9,NA,NA,NA
MLBS00287,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Live,16.9,13.2,NA,NA,NA
MLBS00216,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.12,single bole tree,Live,12.4,12.5,NA,NA,NA
MLBS00279,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Live,18.4,15.3,NA,NA,NA
MLBS00103,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,16.8,10,NA,NA,NA
MLBS00173,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,17.7,9.7,NA,NA,NA
MLBS00337,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.46,single bole tree,Live,10,9.1,NA,NA,NA
MLBS00289,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Live,12.4,10.2,NA,NA,NA
MLBS00113,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,12.2,10.8,NA,NA,NA
MLBS00082,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1180.77,single bole tree,Live,11.7,11.3,NA,NA,NA
MLBS00329,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Live,13.5,11.8,NA,NA,NA
MLBS00204,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.12,single bole tree,Live,16,12.1,NA,NA,NA
MLBS00171,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,15.8,11.3,NA,NA,NA
MLBS00154,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,single bole tree,Live,25.4,17.2,NA,NA,NA
MLBS00143,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1175.1,multi-bole tree,Live,16.4,11.2,NA,NA,NA
MLBS00201,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.12,single bole tree,Live,17.8,13.4,NA,NA,NA
MLBS00215,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.12,single bole tree,Live,14.4,13.6,NA,NA,NA
MLBS00307,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1172,single bole tree,Live,10.3,7.6,NA,NA,NA
MLBS00328,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Standing dead,10.5,11.6,NA,NA,NA
MLBS00311,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1178.17,single bole tree,Live,15.3,9.6,NA,NA,NA
MLBS00657,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1170.24,single bole tree,Live,11.9,5.5,NA,NA,NA
MLBS00651,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1170.24,single bole tree,Live,25.8,16.8,NA,NA,NA
MLBS00692,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Live,19.5,16.1,NA,NA,NA
MLBS00731,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Live,23.1,13.7,NA,NA,NA
MLBS00747,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Live,20.5,19,NA,NA,NA
MLBS00736,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,small tree,Live,9.8,7.8,NA,NA,NA
MLBS00738,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Standing dead,16.8,11.2,NA,NA,NA
MLBS00604,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1170.24,multi-bole tree,Live,14.3,10.1,NA,NA,NA
MLBS00654,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1170.24,single bole tree,Live,33.1,17.4,NA,NA,NA
MLBS00675,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1170.24,single bole tree,Live,20,13.7,NA,NA,NA
MLBS01113,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1174.15,single bole tree,Live,40.9,19.1,NA,NA,NA
MLBS00766,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1172.84,single bole tree,Live,23.9,14.6,NA,NA,NA
MLBS00854,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1172.84,single bole tree,Live,55.6,22.2,NA,NA,NA
MLBS01121,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1174.15,multi-bole tree,Live,40.2,17.1,NA,NA,NA
MLBS00703,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Live,15.1,15,NA,NA,NA
MLBS00718,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,multi-bole tree,Live,17.3,14.9,NA,NA,NA
MLBS00743,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.13,single bole tree,Live,28.9,12.7,NA,NA,NA
MLBS01358,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.32,single bole tree,Live,11.3,7.9,NA,NA,NA
MLBS01393,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.32,single bole tree,Live,14.9,11.7,NA,NA,NA
MLBS01242,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1166.12,single bole tree,Live,13.4,8.8,NA,NA,NA
MLBS01315,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1169.25,single bole tree,Live,16,14.5,NA,NA,NA
MLBS01300,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1169.25,single bole tree,Live,19.5,11.7,NA,NA,NA
MLBS01303,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1169.25,single bole tree,Live,21.2,11.9,NA,NA,NA
MLBS00718A,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,1173.57,multi-bole tree,"Dead, broken bole",6.4,14.9,NA,NA,NA
MLBS02183,MLBS,NYSY,Nyssa sylvatica Marshall,species,17N,deciduousForest,978.65,single bole tree,Live,48.9,27.2,10.4,7,Partially shaded
MLBS01835,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,810.15,single bole tree,Live,17,18.9,8.4,7.3,Mostly shaded
MLBS01851,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,807.66,single bole tree,Live,14.5,18.6,9.9,3.7,Mostly shaded
MLBS01821,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,813.35,single bole tree,Live,32.9,22.1,9.5,7,Partially shaded
MLBS01819,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,813.35,single bole tree,Live,23.6,21.8,8.4,6.8,Partially shaded
MLBS01864,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,807.66,single bole tree,Live,21.4,19.3,6.7,6.3,Mostly shaded
MLBS01902,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",12.3,12.2,5.7,5.2,Partially shaded
MLBS02169,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,978.65,single bole tree,Live,18.3,16.2,8.7,4.6,Mostly shaded
MLBS02300,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,819.79,single bole tree,Live,11.3,13,7.6,6.5,Mostly shaded
MLBS02242,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,819.79,single bole tree,Live,11.6,12.5,5.4,4,Mostly shaded
MLBS02377,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,784.88,single bole tree,Live,11.3,13.2,5.7,5.4,Mostly shaded
MLBS02376,MLBS,OXYDE,Oxydendrum sp.,genus,17N,deciduousForest,784.88,single bole tree,Live,21.5,13.6,6.7,6.6,Mostly shaded
OSBS01041,OSBS,PEPA37,Persea palustris (Raf.) Sarg.,species,17N,woodyWetlands,27.8,small tree,Live,2.4,2.9,NA,NA,NA
OSBS06151,OSBS,PEPA37,Persea palustris (Raf.) Sarg.,species,17N,woodyWetlands,27.8,small tree,Live,5.7,5.6,4.1,2.6,NA
OSBS01036,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,woodyWetlands,27.8,single bole tree,No longer qualifies,55.4,31.3,NA,NA,NA
OSBS01075,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,evergreenForest,29.21,single bole tree,Live,14.8,12.9,4.4,2.6,Partially shaded
OSBS00991,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,evergreenForest,27.17,single bole tree,Live,17,13.7,4.5,2.5,Partially shaded
OSBS01202,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,evergreenForest,27.17,single bole tree,Live,44.8,18.8,10.8,9.8,Full sun
OSBS01057,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,evergreenForest,27.17,single bole tree,Live,16.6,14.2,3.3,2.5,Partially shaded
OSBS00994,OSBS,PIEL,Pinus elliottii Engelm.,species,17N,evergreenForest,27.17,single bole tree,"Live, disease damaged",22.3,14.9,4.7,2.4,Full sun
OSBS00115,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.5,13.4,NA,NA,NA
OSBS00119,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",11.3,10,NA,NA,NA
OSBS00116,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.7,10,NA,NA,NA
OSBS00111,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,15.7,13.9,NA,NA,NA
OSBS00095,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, broken bole",34.5,18.4,NA,NA,NA
OSBS00094,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",46.2,18.4,NA,NA,NA
OSBS00093,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",40.9,17.1,NA,NA,NA
OSBS00122,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,22.4,14.9,NA,NA,NA
OSBS00100,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",35.7,16.6,NA,NA,NA
OSBS00123,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,25.9,14.5,NA,NA,NA
OSBS00121,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,small tree,Live,5.4,5.6,NA,NA,NA
OSBS00098,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, insect damaged",26.6,18.7,NA,NA,NA
OSBS00099,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",32.6,17.5,NA,NA,NA
OSBS00669,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,"Live, insect damaged",11.6,9,NA,NA,NA
OSBS00817,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,38.95,single bole tree,Live,27.6,15.8,NA,NA,NA
OSBS00661,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,16.6,14.8,NA,NA,NA
OSBS00806,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,39.2,single bole tree,Live,23.7,12.3,NA,NA,NA
OSBS00643,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Standing dead,17.7,16.6,NA,NA,NA
OSBS00819,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,small tree,Live,8.4,10.5,NA,NA,NA
OSBS00816,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,16.3,14.1,NA,NA,NA
OSBS00662,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.95,single bole tree,Live,17.9,9.8,NA,NA,NA
OSBS00674,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.59,single bole tree,Live,15.3,11.5,NA,NA,NA
OSBS00666,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,22.7,17,NA,NA,NA
OSBS00803,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,21.5,17.9,NA,NA,NA
OSBS00801,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live, insect damaged",13.6,13,NA,NA,NA
OSBS00820,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live, physically damaged",12.6,11.8,NA,NA,NA
OSBS00865,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,34.4,17.9,10.1,6.8,Full sun
OSBS00807,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,small tree,Live,9.4,10.4,NA,NA,NA
OSBS00802,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live,  other damage",13.4,11.1,NA,NA,NA
OSBS00802,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,18.5,16.5,NA,NA,NA
OSBS00656,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,17.5,9,NA,NA,NA
OSBS00866,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,22.9,13.3,5.5,3.2,Full sun
OSBS00811,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",22.2,16.2,NA,NA,NA
OSBS00849,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,"Live, disease damaged",36.1,15.9,9.2,9,Full sun
OSBS00671,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.59,single bole tree,Live,19.8,17,NA,NA,NA
OSBS00864,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,"Live, disease damaged",34.6,15.7,10.6,9.1,Full sun
OSBS00683,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.95,single bole tree,Live,13.2,12.9,NA,NA,NA
OSBS00810,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,19.7,16.1,NA,NA,NA
OSBS00823,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",12.1,14.8,NA,NA,NA
OSBS00657,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,18.3,11.6,NA,NA,NA
OSBS00824,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,small tree,Live,5.5,7,NA,NA,NA
OSBS00898,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,32.76,single bole tree,Live,32.3,16.8,8.8,7.9,Full sun
OSBS00910,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,35.3,12.3,9.2,9.1,Full sun
OSBS00677,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,19.4,17.1,NA,NA,NA
OSBS00809,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",20.7,17.6,NA,NA,NA
OSBS00805,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,19.1,14.8,NA,NA,NA
OSBS00815,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,"Live,  other damage",13,12.3,NA,NA,NA
OSBS00848,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,31.3,18.2,11.5,7.3,Full sun
OSBS00822,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,35.76,single bole tree,Live,11.7,12.9,NA,NA,NA
OSBS00695,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.95,small tree,Live,5.8,6.2,NA,NA,NA
OSBS00678,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,22.7,16.3,NA,NA,NA
OSBS00812,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,35.76,single bole tree,Live,16,15.6,NA,NA,NA
OSBS00655,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,16.7,12.3,NA,NA,NA
OSBS00808,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,39.2,single bole tree,Live,19.5,15.1,NA,NA,NA
OSBS00821,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,NA,42.1,20.3,NA,NA,NA
OSBS00673,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.59,single bole tree,Live,17.8,13.8,NA,NA,NA
OSBS00664,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,19.4,14.1,NA,NA,NA
OSBS00814,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,22.8,19,NA,NA,NA
OSBS00697,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,37.32,single bole tree,Live,24.9,15.5,NA,NA,NA
OSBS00676,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.59,single bole tree,Live,15.3,12.8,NA,NA,NA
OSBS00881,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,37.7,17,11.9,9.2,Full sun
