"treeID","XTOP","YTOP","ZTOP","z_max","z_sd","i_mean","i_max"
"MLBS01273",541901.952,4136636.672,20.747,20.747,6.72122557837229,201.186177715092,609
"MLBS01274",541895.114,4136624.171,20.986,20.986,7.68409155888009,140.852760736196,535
"MLBS01277",541896.646,4136623.912,20.967,20.967,8.22391457739848,158.909255898367,581
"MLBS01281",541905.055,4136627.795,21.725,21.725,7.11590243695178,147.772173913043,581
"MLBS01282",541906.035,4136627.95,22.076,22.076,7.29450020735114,118.363110877562,535
"MLBS01287",541908.709,4136635.49,21.215,21.215,7.27114869303156,128.566638725901,548
"MLBS01290",542030.782,4136613.828,20.942,20.942,7.55477950837688,97.6226993865031,548
"MLBS01291",542032.865,4136603.243,20.704,20.704,7.73942928448797,145.266475644699,497
"MLBS01292",542032.862,4136597.347,21.099,21.099,7.3734862122026,140.760998810939,554
"MLBS01294",542033.242,4136608.66,19.453,19.453,7.703890918415,120.769230769231,512
"MLBS01297",542029.622,4136597.471,19.24,19.24,6.14429392700612,156.922535211268,587
"MLBS01298",542032.138,4136602.183,19.734,19.734,6.96017274365895,154.796711509716,521
"MLBS01300",542025.687,4136611.135,19.28,19.28,5.7171025907888,118.35033557047,541
"MLBS01301",542030.571,4136608.76,19.758,19.758,7.50019554439206,114.670731707317,537
"MLBS01303",542021.366,4136609.861,21.473,21.473,5.69767906394605,85.2749003984064,396
"MLBS01304",542017.282,4136611.039,21.866,21.866,7.12131380403037,95.2005420054201,495
"MLBS01306A",542020.993,4136599.974,179.968,179.968,7.98338418923344,122.039735099338,614
"MLBS01308",542018.278,4136612.604,22.351,22.351,8.49228261532079,91.2622309197652,420
"MLBS01311A",542014.047,4136603.839,20.761,20.761,7.76617177560829,118.209375,620
"MLBS01312",542030.652,4136613.752,20.61,20.61,8.00858115228455,116.933333333333,368
"MLBS01313",542023.305,4136612.764,21.201,21.201,8.07973561010711,129.482374768089,541
"MLBS01315",542027.866,4136617.15,18.971,18.971,6.06588315665964,141.856936416185,618
"MLBS01316",542021.887,4136622.512,20.013,20.013,6.78743275729698,133.494023904382,566
"MLBS01317A",542018.278,4136612.604,22.315,22.315,8.65313727495921,98.2380952380952,561
"MLBS01318",542018.708,4136617.06,22.147,22.147,7.57957745997609,103.872074882995,532
"MLBS01323",542013.402,4136623.719,21.649,21.649,6.51184152180906,118.713848508034,562
"MLBS01324",542020.413,4136623.464,19.753,19.753,5.70083252306356,118.112810707457,484
"MLBS01326",542021.546,4136633.994,20.354,20.354,6.00058426005753,120.646812957158,619
"MLBS01329",542032.522,4136629.851,17.558,17.558,5.95865216425654,139.058158319871,573
"MLBS01330",542105.756,4136904.998,19.235,19.235,7.00195071069101,129.628521126761,549
"MLBS01335",542130.818,4136759.593,27.962,27.962,7.95318729152685,89.3793677204659,502
"MLBS01344",542131.422,4136755.548,22.097,22.097,6.12060047631923,109.385269121813,502
"MLBS01345",542134.359,4136753.279,18.402,18.402,6.14702497426701,111.431703204047,618
"MLBS01350",542123.757,4136748.245,17.878,17.878,6.46072703562526,139.808888888889,564
"MLBS01351A",542131.75,4136744.104,18.814,18.814,6.92275135376239,163.711842105263,588
"MLBS01352",542130.313,4136741.048,18.456,18.456,7.3186848720652,118.308139534884,524
"MLBS01353",542134.283,4136740.897,19.038,19.038,6.7947000946946,126.186228482003,522
"MLBS01356",542137.136,4136740.624,19.309,19.309,6.46932286354222,108.827708703375,515
"MLBS01358",542137.541,4136740.672,19.227,19.227,7.27953993914328,141.895017793594,558
"MLBS01361",542137.539,4136747.239,18.835,18.835,7.30800115484562,175.798816568047,569
"MLBS01362",542137.923,4136747.808,18.659,18.659,6.61992490519034,191.840449438202,609
"MLBS01363",542143.448,4136757.039,21.301,21.301,7.3173976584258,187.784791965567,645
"MLBS01364",542132.73,4136759.85,27.085,27.085,7.35330996306291,158.739005736138,586
"MLBS01366",542147.654,4136759.285,23.062,23.062,9.07553202778053,140.7265917603,583
"MLBS01367",542147.654,4136759.285,23.062,23.062,8.52175053580894,146.459140690817,583
"MLBS01370",542123.939,4136753.192,18.551,18.551,6.85196396845909,120.094339622642,521
"MLBS01372",542123.211,4136753.503,18.593,18.593,7.06250933724497,126.382875605816,547
"MLBS01374",542123.113,4136754.018,18.446,18.446,7.30670953973908,158.194366197183,595
"MLBS01375",542122.777,4136758.847,18.759,18.759,6.97943859200887,146.904827586207,595
"MLBS01377",542120.075,4136756.546,18.675,18.675,6.65862904989253,163.758122743682,644
"MLBS01378",542118.447,4136754.118,19.978,19.978,6.611389646441,180.452205882353,644
"MLBS01382",542119.465,4136758.31,17.348,17.348,5.75085605867631,134.045592705167,543
"MLBS01383",542115.908,4136754.196,18.483,18.483,4.77475325762067,165.233576642336,606
"MLBS01389A",542109.673,4136758.105,16.576,16.576,4.87196008621508,117.604545454545,485
"MLBS01393",542108.879,4136754.368,14.454,14.454,3.95878409928884,99.8368794326241,458
"MLBS01395",542109.813,4136746.848,16.07,16.07,3.90996979699914,91.3045774647887,508
"MLBS01397A",542112.776,4136743.282,17.539,17.539,5.55002607807207,141.419254658385,625
"MLBS01398",542112.776,4136743.282,17.612,17.612,5.94879941825835,141.800729040097,652
"MLBS01399B",542116.137,4136752.251,18.104,18.104,6.2281491187458,111.822289156627,531
"MLBS01402",542118.236,4136746.204,17.823,17.823,6.94741100902033,133.44235924933,620
"MLBS01493",542122.078,4136250.221,18.558,18.558,6.43620057455454,109.832797427653,537
"MLBS01495",542113.258,4136248.767,17.398,17.398,5.75553734473005,176.107594936709,585
"MLBS01506",542127.591,4136245.203,20.244,20.244,6.55231385900043,91.370420624152,480
"MLBS01509",542132.754,4136250.632,19.178,19.178,6.64819747763458,145.259259259259,497
"MLBS01511",542131.29,4136256.12,19.493,19.493,6.56363907359041,149.473563218391,532
"MLBS01515",542128.138,4136250.719,20.186,20.186,7.5340568781076,102.121583411876,497
"MLBS01516",542132.774,4136264.587,20.173,20.173,6.70481713353223,109.85046728972,536
"MLBS01518",542132.755,4136262.195,19.346,19.346,7.15552171548232,163.384615384615,536
"MLBS01523",542132.774,4136264.587,20.173,20.173,7.10619495724559,115.554565701559,536
"MLBS01525",542130.658,4136256.521,19.293,19.293,6.81304174613106,139.272925764192,532
"MLBS01528",542122.338,4136258.128,19.002,19.002,7.35452454244728,137.434181818182,586
"MLBS01531",542122.427,4136254.803,18.621,18.621,7.19246118487527,105.453177257525,558
"MLBS01534A",542117.163,4136263.727,19.472,19.472,6.86175629006746,148.279926335175,543
"MLBS01536",542121.194,4136263.465,21.192,21.192,6.62017962071288,139.608404966571,520
"MLBS01538",542114.652,4136259.296,18.533,18.533,6.10142693084663,116.757925072046,524
"MLBS01541",541877.935,4135858.847,21.96,21.96,8.63186196922612,108.173522812266,555
"MLBS01544",541878.946,4135859.899,21.794,21.794,8.59439043093522,132.953658536585,614
"MLBS01545",541884.621,4135851.698,22.748,22.748,8.63800562789071,85.3917682926829,535
"MLBS01546",541889.164,4135852.621,24.154,24.154,7.21645277634323,107.18018018018,558
"MLBS01548",541889.164,4135852.621,24.154,24.154,7.97448334211072,100.13976945245,535
"MLBS01549",541887.461,4135853.868,23.177,23.177,8.4685023965866,121.005438477226,607
"MLBS01553",541895.297,4135866.586,22.089,22.089,8.58142400846706,103.052706552707,600
"MLBS01555",541887.356,4135856.666,22.501,22.501,8.85694532146017,126.065881092662,600
"MLBS01556A",541883.499,4135868.439,22.111,22.111,9.08197257245825,137.231143552311,562
"MLBS01557",541890.739,4135865.802,21.226,21.226,8.86117164059371,140.970976253298,607
"MLBS01563",541876.604,4135861.983,22.082,22.082,9.10598759831013,119.673758865248,539
"MLBS01566",541883.499,4135868.439,22.189,22.189,7.68772576336673,140.110576923077,563
"MLBS01568",541933.885,4135529.44,18.374,18.374,5.60103331658764,153.748337028825,589
"MLBS01569",541936.184,4135527.71,16.684,16.684,5.72911497257865,144.318681318681,589
"MLBS01572",541942.068,4135524.419,15.427,15.427,5.10434919706169,116.90625,542
"MLBS01575",541951.704,4135525.922,15.721,15.721,5.80506321913738,146.589648798521,724
"MLBS01577",541948.646,4135529.321,16.758,16.758,6.01215745645342,112.535353535354,636
"MLBS01578",541942.179,4135524.698,15.286,15.286,4.76646526291862,165.28869047619,613
"MLBS01584",541948.646,4135529.321,16.794,16.794,6.86165972920307,166.231506849315,610
"MLBS01589",541943.6,4135540.166,16.69,16.69,6.1247140776176,127.401006711409,588
"MLBS01591",541945.891,4135536.166,16.436,16.436,6.13417361464876,180.817669172932,649
"MLBS01596",541946.279,4135536.797,16.832,16.832,6.50741027694138,206.493077742279,649
"MLBS01605",541932.15,4135540.641,16.377,16.377,7.0866169171348,170.810810810811,574
"MLBS01614",541939.234,4135538.141,15.909,15.909,5.97556788925962,147.135278514589,583
"MLBS01618",541938.052,4135530.919,14.839,14.839,5.70101936331792,150.924418604651,645
"MLBS01622",541933.134,4135531.938,16.623,16.623,5.29670297463513,120.389632107023,579
"MLBS01626",541934.425,4135537.658,16.502,16.502,5.99805257729714,90.6743421052632,553
"MLBS01628",542057.752,4134984.051,12.139,12.139,3.57961765331079,206.163265306122,697
"MLBS01636",542056.679,4134991.777,123.273,123.273,5.30445865674244,193.58918128655,703
"MLBS01637",542063.155,4134988.665,13.786,13.786,4.77288980901513,180.954732510288,630
"MLBS01640",542063.273,4134987.758,14.081,14.081,4.6314658463999,255.433333333333,788
"MLBS01641",542062.613,4134984.822,14.257,14.257,5.09857156238702,252.556904400607,788
"MLBS01642",542060.441,4134985.584,13.479,13.479,4.10707072772556,264.068965517241,696
"MLBS01643",542074.199,4134983.491,13.01,13.01,3.93223185527626,143.651718983558,766
"MLBS01645",542063.547,4134984.968,13.52,13.52,4.1797712967868,222.966614906832,788
"MLBS01647",542067.122,4134989.674,12.727,12.727,4.74457381152946,234.577777777778,686
"MLBS01648",542064.247,4134987.88,13.83,13.83,5.09394655665766,232.830745341615,668
"MLBS01651",542071.564,4134989.668,12.393,12.393,4.18872286687098,162.505467800729,641
"MLBS01660",542072.934,4134994.597,12.452,12.452,3.9965246939615,187.453243470935,656
"MLBS01661",542068.759,4134990.158,12.674,12.674,4.36905035627528,191.614379084967,641
"MLBS01666A",542062.356,4134997.569,11.888,11.888,4.04457808187824,163.884615384615,679
"MLBS01671A",542059.437,4134996.507,12.392,12.392,4.38208008208614,153.765258215962,551
"MLBS01674",542060.809,4134996.661,12.322,12.322,4.08657797158743,178.446559297218,609
"MLBS01675",542061.147,4134991.663,12.546,12.546,5.15225241773764,221.412621359223,703
"MLBS01678",542057.705,4134991.925,12.813,12.813,4.96845864238142,196.557142857143,663
"MLBS01679",542055.152,4134994.618,12.346,12.346,4.43231160671284,135.16958041958,747
"MLBS01681",542071.843,4134998.944,11.722,11.722,3.68422638062154,163.503125,639
"MLBS01682",542359.969,4135258.021,17.808,17.808,5.98915345851038,182.8861003861,661
"MLBS01684",542360.467,4135254.749,17.26,17.26,5.1599384129311,96.3767123287671,595
"MLBS01685A",542359.969,4135258.021,17.852,17.852,6.17620184938024,145.215083798883,580
"MLBS01689",542366.777,4135258.784,18.12,18.12,5.92465540173745,140.691439322672,585
"MLBS01692",542361.771,4135252.785,14.127,14.127,5.08295130381018,120.274390243902,608
"MLBS01696",542369.152,4135257.315,18.112,18.112,5.85227987684999,163.91959157626,668
"MLBS01702",542369.524,4135258.575,17.62,17.62,7.25817252207789,90.5307692307692,562
"MLBS01704A",542372.862,4135267.055,17.838,17.838,6.4041349647505,195.043314500942,638
"MLBS01706",542371.687,4135265.811,17.681,17.681,6.56464959376321,207.370078740157,638
"MLBS01710",542366.592,4135267.387,17.869,17.869,6.74604278541346,106.719101123596,588
"MLBS01711",542366.665,4135269.189,17.714,17.714,5.87411612651457,118.516949152542,642
"MLBS01714",542364.621,4135262.81,18.443,18.443,5.7865874687428,122.615661566157,590
"MLBS01718",542360.866,4135269.608,17.195,17.195,6.9412752726765,230.206395348837,718
"MLBS01720",542363.741,4135264.701,17.832,17.832,6.40700197292995,125.254620123203,654
"MLBS01722",542355.194,4135264.892,18.521,18.521,7.3816570350308,113.863496932515,594
"MLBS01723",542355.194,4135264.892,18.521,18.521,7.02235937093683,112.699214365881,594
"MLBS01729",543177.307,4142607.563,25.843,25.843,5.69626287777235,101.071129707113,286
"MLBS01730",543177.307,4142607.563,25.843,25.843,7.07403321850636,95.9625730994152,314
"MLBS01731",543181.213,4142610.21,21.885,21.885,4.53458119633383,79.2267657992565,285
"MLBS01738",543191.876,4142609.703,28.759,28.759,7.09274167531531,82.6046511627907,323
"MLBS01740",543183.049,4142606.223,21.167,21.167,3.9212461796112,81.8728813559322,273
"MLBS01742",543192.79,4142608.401,28.972,28.972,7.91634906129739,77.8958904109589,270
"MLBS01757",543190.629,4142624.854,14.768,14.768,3.76266592061386,96.3468634686347,353
"MLBS01759",543189.969,4142618.434,27.722,27.722,7.94133174967731,80.8944723618091,342
"MLBS01765",543177.498,4142621.108,24.538,24.538,7.58890530598197,106.612612612613,313
"MLBS01769",543179.548,4142617.274,25.358,25.358,6.31405180973408,92.8844537815126,302
"MLBS01770",543182.612,4142617.145,26.683,26.683,8.09249128829757,88.6099290780142,323
"MLBS01776",544316.27,4142339.291,36.675,36.675,12.6872987238674,119.507666098807,420
"MLBS01777",544312.092,4142346.303,36.979,36.979,13.1041087935466,119.435331230284,446
"MLBS01778",544317.678,4142339.025,37.211,37.211,8.9155155409631,145.566265060241,447
"MLBS01781",544317.607,4142343.79,101.973,101.973,10.3537513739345,113.046296296296,447
"MLBS01785",544322.241,4142339.028,34.275,34.275,12.0243148027099,114.226277372263,415
"MLBS01789",544324.59,4142343.809,35.473,35.473,8.77700185209458,100.847590953786,428
"MLBS01793",544327.432,4142350.428,36.431,36.431,7.14157380072577,121.116972477064,396
"MLBS01798",544327.315,4142350.847,37.312,37.312,10.039119167956,84.8307591192902,434
"MLBS01802",544323.084,4142346.607,35.555,35.555,8.78988405658135,101.678571428571,350
"MLBS01805",544324.475,4142344.676,36.243,36.243,8.64708699118961,92.1895551257253,373
"MLBS01806",544311.142,4142353.923,36.213,36.213,9.290196464285,111.662915601023,463
"MLBS01808",544315.42,4142346.887,37.386,37.386,9.40866259060363,108.02269569245,463
"MLBS01809",544315.271,4142347.462,37.329,37.329,10.2329845427602,101.298006295908,421
"MLBS01819",537873.248,4142425.707,22.625,22.625,7.23190581508689,90.9090909090909,319
"MLBS01821",537878.135,4142428.049,24.682,24.682,6.74725558157462,91.8649350649351,368
"MLBS01822",537878.861,4142430.327,26.262,26.262,6.08367595191206,82.4313725490196,289
"MLBS01833",537889.732,4142427.111,192.867,192.867,10.9997614901284,82.4957264957265,302
"MLBS01835",537888.102,4142424.022,25.977,25.977,7.21305000559113,83.2311435523114,312
"MLBS01846",537892.386,4142441.419,25.686,25.686,6.65427438358503,83.486301369863,290
"MLBS01847",537887.055,4142436.544,26.398,26.398,7.31799402835606,81.2349468713105,324
"MLBS01848",537892.318,4142434.581,26.641,26.641,8.07192611190764,88.0387596899225,335
"MLBS01849",537885.496,4142433.175,25.02,25.02,6.42304013954311,77.9913793103448,290
"MLBS01850",537884.854,4142438.793,25.221,25.221,8.00051082407073,72.8095238095238,277
"MLBS01851",537881.28,4142438.198,26.291,26.291,7.51205229880211,79.281045751634,255
"MLBS01862",537879.525,4142442.483,26.564,26.564,8.31578979005791,86.9850374064838,313
"MLBS01864",537879.151,4142430.922,26.578,26.578,4.82701905774037,70.2745098039216,272
"MLBS01866",537877.474,4142434.198,27.025,27.025,6.26013261387475,67.7847826086957,331
"MLBS01867",537877.474,4142434.198,27.025,27.025,6.97992449408331,73.0987821380244,331
"MLBS01879",538563.864,4142300.828,20.845,20.845,8.62929645038039,87.4460431654676,302
"MLBS01880",538560.903,4142299.907,19.978,19.978,7.908314244175,100.160142348754,324
"MLBS01881",538561.517,4142306.303,22.385,22.385,8.5750057192741,60.3017689906348,376
"MLBS01883",538569.067,4142305.826,23.692,23.692,9.10185260063606,66.8675055514434,395
"MLBS01884",538569.418,4142301.228,22.541,22.541,7.82336188417763,65.6825657894737,349
"MLBS01886",538574.758,4142305.24,25.944,25.944,9.01616464531819,69.2576271186441,459
"MLBS01887",542056.679,4134991.777,123.273,123.273,6.20707952987048,167.630769230769,747
"MLBS01888",538572.484,4142311.447,21.671,21.671,8.20627725476591,81.7636138613861,382
"MLBS01889",538568.081,4142318.269,20.043,20.043,7.67342215588552,92.8676470588235,414
"MLBS01890",538565.011,4142318.257,22.323,22.323,8.27128385567355,56.2434869739479,313
"MLBS01891",538566.954,4142311.981,21.88,21.88,7.91507529647197,70.9044444444445,367
"MLBS01892",538561.978,4142311.916,21.425,21.425,8.24776270654834,78.3148148148148,344
"MLBS01898",539713.3,4142039.252,25.332,25.332,8.72550025653556,64.2212765957447,239
"MLBS01902",539697.559,4142036.15,25.261,25.261,7.33614054092208,74.2730769230769,260
"MLBS01905",539703.294,4142043.831,25.957,25.957,6.73445693959621,65.829563812601,260
"MLBS01907",539701.514,4142043.848,25.329,25.329,6.82420220246329,60.4754098360656,212
"MLBS01908",539700.04,4142052.264,24.588,24.588,6.48785887983144,65.5034246575343,213
"MLBS01912",539705.044,4142055.095,26.459,26.459,8.29043932621951,64.9704861111111,255
"MLBS01919",539705.265,4142047.579,25.532,25.532,5.73529315718426,74.7282608695652,239
"MLBS01923",539713.3,4142039.252,25.316,25.316,7.99487848139758,62.9617021276596,239
"MLBS01924",539713.738,4142041.467,24.976,24.976,7.08696322103328,58.8791821561338,209
"MLBS01926",539708.481,4142036.334,26.883,26.883,8.23952618465507,78.7939778129953,313
"MLBS01927",539716.403,4142052.18,26.87,26.87,7.00333181147544,81.3644859813084,273
"MLBS01928",539716.403,4142052.18,26.87,26.87,9.28582643066334,103.091900311526,335
"MLBS01932",539706.351,4142048.406,25.98,25.98,7.18378433746383,68.3259633607075,285
"MLBS01939",539716.739,4142049.261,25.696,25.696,9.93193807203345,97.6194029850746,278
"MLBS01943",542396.561,4134848.615,14.798,14.798,5.39583732055282,135.899049881235,599
"MLBS01944",542396.648,4134849.067,14.413,14.413,4.91434212956441,145.434325744308,630
"MLBS01953",542405.893,4134854.213,13.958,13.958,4.57811183434741,108.264047317279,638
"MLBS01954",542404.833,4134848.466,12.559,12.559,4.08899983205937,172.645556690501,639
"MLBS01955",542400.058,4134848.748,12.327,12.327,4.27565711028133,118.550218340611,502
"MLBS01959",542400.362,4134857.455,13.872,13.872,4.16685751412681,177.572695035461,624
"MLBS01961",542395.653,4134861.05,13.111,13.111,4.10799463872472,156.766169154229,507
"MLBS01963",542401.005,4134857.164,14.154,14.154,4.07253724445736,137.579473206176,562
"MLBS01965",542402.568,4134859.808,13.771,13.771,4.91077488754691,162.679452054795,625
"MLBS01967",542404.441,4134861.44,14.39,14.39,5.4253893064477,186.667506297229,640
"MLBS01971",542410.401,4134863.018,14.64,14.64,5.40718344494429,197.83044058745,620
"MLBS01974",542413.14,4134861.88,14.732,14.732,5.64129276016442,132.067204301075,605
"MLBS01975",544327.315,4142350.847,37.373,37.373,10.7220869642484,84.9485294117647,355
"MLBS01977A",542407.491,4134859.246,14.424,14.424,4.40841781962203,142.43358946213,630
"MLBS01982",542411.54,4134851.409,12.859,12.859,4.26245752870618,125.182495344507,576
"MLBS01983",542411.159,4134848.705,12.431,12.431,3.80379337066188,129.621212121212,640
"MLBS01987",542413.965,4134853.609,13.823,13.823,4.17446715305517,148.547619047619,522
"MLBS01992",542406.901,4134856.035,14.258,14.258,4.53309274267471,124.818937939859,630
"MLBS01996",542409.193,4134854.571,14.116,14.116,4.43654086794744,102.278546712803,459
"MLBS02000",542409.193,4134854.571,14.076,14.076,4.55744319672119,109.040628385699,647
"MLBS02001",542405.281,4134848.256,12.202,12.202,3.94747413691044,185.116710875332,639
"MLBS02006",542283.778,4134615.072,11.471,11.471,3.46680650926471,199.644501278772,636
"MLBS02009",542287.753,4134612.248,9.694,9.694,2.85899147274604,130.259052924791,681
"MLBS02011A",542280.255,4134616.239,10.793,10.793,3.32580093533781,157.085889570552,645
"MLBS02016",542283.122,4134618.506,12.554,12.554,4.08405697283825,206.701257861635,709
"MLBS02019A",542283.123,4134619.494,12.398,12.398,4.22848378940367,176.794344473008,648
"MLBS02020",542283.442,4134619.515,12.66,12.66,4.34074570615142,207.815315315315,709
"MLBS02028",542289.724,4134612.964,10.598,10.598,3.30898270251515,133.895238095238,672
"MLBS02030B",542290.09,4134613.019,10.466,10.466,3.52647618031676,148.831136220967,639
"MLBS02031",542292.079,4134620.215,10.884,10.884,3.78661852828595,137.604609929078,615
"MLBS02038",542296.343,4134609.818,10.373,10.373,3.06979369065192,144.028969957082,586
"MLBS02043",542295.921,4134610.689,10.324,10.324,2.90698453916287,169.106227106227,747
"MLBS02046",542292.454,4134604.95,7.797,7.797,2.56198612142884,152.057471264368,497
"MLBS02047A",542288.521,4134605.919,8.071,8.071,2.2185927814022,183.538709677419,712
"MLBS02073A",541969.436,4134783.024,8.983,8.983,2.97811388728402,133.492668621701,607
"MLBS02076",541970.422,4134779.917,8.721,8.721,2.8953849045271,172.542857142857,649
"MLBS02077",541967.287,4134781.212,8.69,8.69,3.11064083942912,247.571428571429,658
"MLBS02078",541968.231,4134777.912,9.205,9.205,2.92340513988287,270.763888888889,675
"MLBS02081",541968.889,4134777.34,9.506,9.506,2.95787882734359,234.783582089552,708
"MLBS02082",541971.09,4134778.091,8.683,8.683,2.7539361626806,167.432525951557,668
"MLBS02083A",541968.514,4134785.057,9.54,9.54,3.12985188228221,176.256874095514,810
"MLBS02084",541963.727,4134782.418,8.069,8.069,2.77986765452786,133.35625,530
"MLBS02085",541965.936,4134781.375,8.742,8.742,2.98388228348742,223.43085106383,658
"MLBS02087",541966.578,4134780.715,8.929,8.929,2.91315568816568,274.492063492063,657
"MLBS02093",541964.525,4134792.183,8.645,8.645,3.01215053019537,208.718631178707,680
"MLBS02096",541975.181,4134784.456,10.046,10.046,3.17841620178275,162.490167516387,676
"MLBS02100",541971.139,4134792.436,9.213,9.213,2.71265795087114,196.311793214863,696
"MLBS02107",541975.625,4134787.584,9.892,9.892,3.38619795659842,166.151020408163,616
"MLBS02108",541975.181,4134784.456,10.03,10.03,3.30901446557774,168.294573643411,616
"MLBS02109A",541978.958,4134785.308,9.827,9.827,3.80328299259257,183.623616236162,620
"MLBS02110A",541978.958,4134785.308,9.827,9.827,3.3472038951232,180.160049627792,648
"MLBS02112",541978.7,4134787.048,9.498,9.498,3.73897834956942,223.165680473373,625
"MLBS02113",541977.841,4134792.25,9.432,9.432,3.34839886398278,169.60325203252,662
"MLBS02114",541976.024,4134793.008,9.089,9.089,2.97361648498686,173.164383561644,666
"MLBS02128",541981.567,4134777.337,9.132,9.132,2.90110846857679,142.97668997669,620
"MLBS02135",541982.524,4134782.071,9.751,9.751,2.57506217160811,171.442352941176,677
"MLBS02144A",541979.174,4134778.735,9.77,9.77,3.08354618364298,200.646341463415,677
"MLBS02146",541976.677,4134774.306,9.278,9.278,2.82270489114005,126.437229437229,688
"MLBS02147",541976.244,4134776.328,8.689,8.689,2.90153749803253,183.664804469274,688
"MLBS02149",541974.058,4134781.139,9.556,9.556,2.93084583561302,111.889143730887,653
"MLBS02150",541972.876,4134783.238,8.757,8.757,3.00045004360141,122.642335766423,497
"MLBS02153",545184.002,4142278.414,26.1,26.1,6.39841336303177,144.807432432432,469
"MLBS02154",545187.616,4142276.261,24.394,24.394,7.50386101769873,158.298791018998,469
"MLBS02156",545185.289,4142278.621,25.636,25.636,5.42142532118996,158.176470588235,479
"MLBS02158",545193.277,4142273.168,25.335,25.335,6.94085889552871,133.182887700535,525
"MLBS02159",545190.162,4142278.323,24.339,24.339,8.01114863083496,153.731182795699,452
"MLBS02162",545190.496,4142280.523,24.967,24.967,6.42882334295562,150.129432624113,479
"MLBS02166",545191.797,4142288.779,24.831,24.831,5.21318413975265,180.595375722543,493
"MLBS02167",545186.78,4142284.139,24.874,24.874,6.14280194723212,136.830985915493,463
"MLBS02169",545185.593,4142284.841,25.459,25.459,6.42288107061893,153.550116550117,447
"MLBS02171",542114.98,4136253.173,18.289,18.289,6.87232759273812,162.482412060301,599
"MLBS02171L",545189.85,4142282.436,24.554,24.554,5.65687860178215,134.822410147992,479
"MLBS02174",545197.192,4142288.582,25.578,25.578,8.34540813793939,150.578330893119,479
"MLBS02178",545199.634,4142279.811,26.388,26.388,6.35445681004368,145.329187396352,497
"MLBS02181",545195.383,4142279.631,26.145,26.145,5.85225321351949,142.945652173913,452
"MLBS02183",545196.207,4142287.643,26.325,26.325,6.58119279724777,142.38672985782,493
"MLBS02187",545200.895,4142275.475,25.732,25.732,7.62193783994221,160.670180722892,480
"MLBS02191",545194.915,4142277.845,24.788,24.788,7.80785435990582,140.051948051948,433
"MLBS02199",545203.631,4142274.214,25.613,25.613,7.32736180696691,118.202586206897,415
"MLBS02200",538175.375,4142336.505,25.831,25.831,8.38829994700808,81.5702647657841,350
"MLBS02201",538175.061,4142336.225,25.599,25.599,7.34275955694774,77.8082191780822,231
"MLBS02203",538180.959,4142340.657,23.688,23.688,8.55653344267506,82.619576185671,396
"MLBS02205",538182.43,4142337.303,25.355,25.355,8.90310909779982,82.2728226652676,396
"MLBS02206",538189.343,4142337.242,24.468,24.468,7.86614701214631,67.7090395480226,355
"MLBS02208",538189.558,4142352.494,25.265,25.265,9.02632539747296,69.3057491289199,395
"MLBS02209",538189.479,4142347.03,26.657,26.657,9.89342004729362,63.9419488597097,374
"MLBS02210",538182.564,4142347.959,24.327,24.327,9.25193029318402,79.2823365785814,434
"MLBS02213",538182.669,4142347.79,24.34,24.34,9.2712301918332,69.0612623762376,396
"MLBS02217",538961.073,4142941.442,24.661,24.661,5.29552692925652,79.31,301
"MLBS02227",538956.112,4142936.68,22.394,22.394,7.37871081506278,68.9497907949791,255
"MLBS02230",538956.93,4142943.762,22.929,22.929,7.27413752580122,77.8793103448276,280
"MLBS02232",538956.527,4142935.127,24.23,24.23,7.78546639119224,77.577570093458,274
"MLBS02235",538955.218,4142944.175,23.281,23.281,5.69425694773896,74.1525423728814,232
"MLBS02241B",538956.092,4142946.158,25.114,25.114,7.97866315043996,86.8705701078582,324
"MLBS02242",538956.064,4142951.028,24.942,24.942,5.27601297609351,81.2818791946309,324
"MLBS02243",538957.613,4142953.054,23.642,23.642,5.71713760031858,91.6344086021505,273
"MLBS02245A",538956.04,4142952.314,24.852,24.852,7.0711381051351,93.115823817292,344
"MLBS02261",538961.32,4142941.98,24.385,24.385,4.81361724233571,78.6108786610879,301
"MLBS02265",538960.54,4142947.648,23.642,23.642,5.99162271510828,101.650429799427,319
"MLBS02270",538971.198,4142948.361,23.807,23.807,6.07392143365391,96.1350078492936,386
"MLBS02271",538969.6,4142945.727,22.332,22.332,6.12407983156952,87.9313725490196,301
"MLBS02281",538971.314,4142940.114,23.206,23.206,7.38857078455055,76.747572815534,247
"MLBS02297",538968.085,4142939.988,22.358,22.358,5.42251656502947,88.3966244725738,278
"MLBS02300",538961.682,4142939.774,21.936,21.936,5.13441765204292,92.9539473684211,301
"MLBS02346",539170.334,4141230.042,29.264,29.264,8.90612627998986,90.875,296
"MLBS02348",539167.033,4141234.197,33.333,33.333,11.7662517874944,94.828836797877,361
"MLBS02358",539165.75,4141241.886,30.443,30.443,8.0283506523596,67.5686956521739,280
"MLBS02359",539167.209,4141245.722,31.529,31.529,8.76707616036309,64.40273556231,329
"MLBS02366",539168.84,4141246.198,31.136,31.136,10.306671237942,89.96176078257,355
"MLBS02367",539179.393,4141239.668,30.572,30.572,8.28118823683251,81.2783882783883,296
"MLBS02376",539178.731,4141235.826,26.706,26.706,7.33498632494638,84.8542435424354,324
"MLBS02381",538203.229,4140956.378,32.223,32.223,8.46184357384191,74.223201174743,260
